orig_string	country	city	city_wd	parent_institution_normalized	parent_type	parent_wd	parent_wikidata_uri	parent_reconci	parent_factgrid	parent_ROR	parent_ROR_link	parent_url	institutional_subunit_normalized	subunit_wd	subunit_wikidata_uri	subunit_reconci	subunit_factgrid	subunit_ROR	subunit_ROR_link	subunit_url
UKP Lab, TU Darmstadt	Deutschland	Darmstadt	Q2973	Technische Universität Darmstadt	Universität	Q310695	http://www.wikidata.org/entity/Q310695	Technische Universität Darmstadt	Q248210	05n911h24	https://ror.org/05n911h24		Ubiquitous Knowledge Processing Lab	Q7876547	http://www.wikidata.org/entity/Q7876547	Ubiquitous Knowledge Processing Lab				
Universitaet Erlangen-Nuernberg, Institut fuer Informatik, Erlangen, Deutschland	Deutschland	Erlangen, Nürnberg		Friedrich-Alexander Universität Erlangen-Nürnberg	Universität	Q40025	http://www.wikidata.org/entity/Q40025	Friedrich-Alexander-Universität Erlangen-Nürnberg		00f7hpc57	https://ror.org/00f7hpc57		Institut für Informatik							
Universitaet Innsbruck, Institut fuer Germanistik, Innsbruck, Oesterreich	Österreich	Innsbruck	Q1735	Universität Innsbruck	Universität	Q875788	http://www.wikidata.org/entity/Q875788	Universität Innsbruck		054pv6659	https://ror.org/054pv6659		Institut für Germanistik	Q107549048	http://www.wikidata.org/entity/Q107549048	Universität Innsbruck. Institut für Germanistik				
Universitaet Leipzig, Rechenzentrum, Leipzig, Deutschland	Deutschland	Leipzig	Q2079	Universität Leipzig	Universität	Q154804	http://www.wikidata.org/entity/Q154804	Universität Leipzig	Q22261	03s7gtk40	https://ror.org/03s7gtk40									
Universität Augsburg, Deutschland	Deutschland	Augsburg	Q2749	Universität Augsburg	Universität	Q616905	http://www.wikidata.org/entity/Q616905	Universität Augsburg		03p14d497	https://ror.org/03p14d497									
Universität Bergen, Philosophisches Institut, Norwegen	Norwegen	Bergen	Q26793	Universität Bergen	Universität	Q204457	http://www.wikidata.org/entity/Q204457	Universität Bergen		03zga2b32	https://ror.org/03zga2b32		Philosophisches Institut							
Universität Duisburg/Essen	Deutschland			Universität Duisburg-Essen	Universität	Q696757	http://www.wikidata.org/entity/Q696757	Universität Duisburg-Essen		04mz5ra38	https://ror.org/04mz5ra38									
Universität Duisburg-Essen	Deutschland			Universität Duisburg-Essen	Universität	Q696757	http://www.wikidata.org/entity/Q696757	Universität Duisburg-Essen		04mz5ra38	https://ror.org/04mz5ra38									
Universität Düsseldorf, Deutschland	Deutschland	Düsseldorf	Q1718	Heinrich-Heine-Universität Düsseldorf	Universität	Q317032	http://www.wikidata.org/entity/Q317032	Heinrich-Heine-Universität Düsseldorf		024z2rq82	https://ror.org/024z2rq82									
Universität Erlangen-Nürnberg, Deutschland	Deutschland	Erlangen, Nürnberg		Friedrich-Alexander Universität Erlangen-Nürnberg	Universität	Q40025	http://www.wikidata.org/entity/Q40025	Friedrich-Alexander-Universität Erlangen-Nürnberg		00f7hpc57	https://ror.org/00f7hpc57									
Universität Frankfurt	Deutschland	Frankfurt am Main	Q1794	Johann Wolfgang Goethe-Universität Frankfurt am Main	Universität	Q50662	http://www.wikidata.org/entity/Q50662	Goethe-Universität Frankfurt am Main		04cvxnb49	https://ror.org/04cvxnb49									
Universität Gießen	Deutschland	Gießen	Q3874	Justus-Liebig Universität Gießen	Universität	Q317053	http://www.wikidata.org/entity/Q317053	Justus-Liebig-Universität Gießen	Q22592	033eqas34	https://ror.org/033eqas34									
Universität Göttingen, Seminar für Deutsche Philologie	Deutschland	Göttingen	Q3033	Georg-August Universität Göttingen	Universität	Q152838	http://www.wikidata.org/entity/Q152838	Georg-August-Universität Göttingen	Q21872	01y9bpm73	https://ror.org/01y9bpm73									
Universität Konstantz, Deutschland	Deutschland	Konstanz	Q3834	Universität Konstanz	Universität	Q835440	http://www.wikidata.org/entity/Q835440	Universität Konstanz		0546hnb39	https://ror.org/0546hnb39									
Universität Konstanz, Deutschland	Deutschland	Konstanz	Q3834	Universität Konstanz	Universität	Q835440	http://www.wikidata.org/entity/Q835440	Universität Konstanz		0546hnb39	https://ror.org/0546hnb39									
Universität Leipzig, Deutschland, Alte Geschichte	Deutschland	Leipzig	Q2079	Universität Leipzig	Universität	Q154804	http://www.wikidata.org/entity/Q154804	Universität Leipzig	Q22261	03s7gtk40	https://ror.org/03s7gtk40									
Universität Leipzig, Deutschland, Hochschuldidaktisches Zentrum Sachsen, Lehrpraxis im Transfer	Deutschland	Leipzig	Q2079	Universität Leipzig	Universität	Q154804	http://www.wikidata.org/entity/Q154804	Universität Leipzig	Q22261	03s7gtk40	https://ror.org/03s7gtk40									
Universität Rostock, Deutschland	Deutschland	Rostock	Q2861	Universität Rostock	Universität	Q159895	http://www.wikidata.org/entity/Q159895	Universität Rostock	Q22468	03zdwsf69	https://ror.org/03zdwsf69									
Universität Stuttgard, Deutschland	Deutschland	Stuttgart	Q1022	Universität Stuttgart	Universität	Q122453	http://www.wikidata.org/entity/Q122453	Universität Stuttgart	Q160232	04vnq7t77	https://ror.org/04vnq7t77									
Universität Trier (Trier Center for Digital Humanities), Deutschland	Deutschland	Trier	Q3138	Universität Trier	Universität	Q702486	http://www.wikidata.org/entity/Q702486	Universität Trier		02778hg05	https://ror.org/02778hg05		Trier Center for Digital Humanities	Q1780875	http://www.wikidata.org/entity/Q1780875	Kompetenzzentrum – Trier Center for Digital Humanities				
Universität Trier, Trier Center for Digital Humanities	Deutschland	Trier	Q3138	Universität Trier	Universität	Q702486	http://www.wikidata.org/entity/Q702486	Universität Trier		02778hg05	https://ror.org/02778hg05		Trier Center for Digital Humanities	Q1780875	http://www.wikidata.org/entity/Q1780875	Kompetenzzentrum – Trier Center for Digital Humanities				
Universität Tübingen, Deutschland	Deutschland	Tübingen	Q3806	Eberhard Karls Universität Tübingen	Universität	Q153978	http://www.wikidata.org/entity/Q153978	Eberhard Karls Universität Tübingen	Q21893	03a1kwz48	https://ror.org/03a1kwz48									
Universität Stuttgart, Deutschland	Deutschland	Stuttgart	Q1022	Universität Stuttgart	Universität	Q122453	http://www.wikidata.org/entity/Q122453	Universität Stuttgart	Q160232	04vnq7t77	https://ror.org/04vnq7t77									
Universität Tübingen, Deutschland	Deutschland	Tübingen	Q3806	Eberhard Karls Universität Tübingen	Universität	Q153978	http://www.wikidata.org/entity/Q153978	Eberhard Karls Universität Tübingen	Q21893	03a1kwz48	https://ror.org/03a1kwz48									
Universität Tübingen	Deutschland	Tübingen	Q3806	Eberhard Karls Universität Tübingen	Universität	Q153978	http://www.wikidata.org/entity/Q153978	Eberhard Karls Universität Tübingen	Q21893	03a1kwz48	https://ror.org/03a1kwz48									
Universität Wien, Institut für Afrikawissenschaften; AT	Österreich	Wien	Q1741	Universität Wien	Universität	Q165980	http://www.wikidata.org/entity/Q165980	Universität Wien	Q22679	03prydq77	https://ror.org/03prydq77									
Universität Wien, Institut für Germanistik, Österreich	Österreich	Wien	Q1741	Universität Wien	Universität	Q165980	http://www.wikidata.org/entity/Q165980	Universität Wien	Q22679	03prydq77	https://ror.org/03prydq77									
Universität Würzburg, Schweiz	Schweiz	Würzburg		Universität Würzburg (Schweiz)	Universität															
Universität zu Köln, Kunsthistorisches Institut	Deutschland	Köln	Q365	Universität zu Köln	Universität	Q54096	http://www.wikidata.org/entity/Q54096	Universität zu Köln	Q222741	00rcxh774	https://ror.org/00rcxh774		Kunsthistorisches Institut							
Universitätsbibliothek Salzburg, Österreich	Österreich	Salzburg	Q34713	Universität Salzburg	Universität	Q27265	http://www.wikidata.org/entity/Q27265	Universität Salzburg	Q99334	05gs8cd61	https://ror.org/05gs8cd61		Universitätsbibliothek							
Uppsala Universitet, Department of Musicology, Dueben Collection Database Uppsala, Schweden	Schweden	Uppsala	Q25286	Uppsala Universitet	Universität	Q185246	http://www.wikidata.org/entity/Q185246	Universität Uppsala	Q99514	048a87296	https://ror.org/048a87296		Department of Musicology, Dueben Collection Database Uppsala							
Zentrum für Musik- und Filminformatik, Hochschule Ostwestfalen-Lippe	Deutschland			Hochschule Ostwestfalen-Lippe		Q895634	http://www.wikidata.org/entity/Q895634	Technische Hochschule Ostwestfalen-Lippe		04eka8j06	https://ror.org/04eka8j06		Zentrum für Musik- und Filminformatik							
Zentrum für Zeithistorische Forschung, Deutschland	Deutschland			Zentrum für Zeithistorische Forschung		Q191269	http://www.wikidata.org/entity/Q191269	Leibniz-Zentrum für Zeithistorische Forschung		005xmsp39	https://ror.org/005xmsp39									
ZIM Uni Graz, Österreich	Österreich	Graz	Q13298	Karl-Franzens-Universität Graz	Universität	Q622683	http://www.wikidata.org/entity/Q622683	Universität Graz	Q175366	01faaaf77	https://ror.org/01faaaf77		Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities							
Musikwissenschaftliches Seminar Detmold / Paderborn, Deutschland	Deutschland	Detmold, Paderborn		Musikwissenschaftliches Seminar Detmold/Paderborn		Q56849262	http://www.wikidata.org/entity/Q56849262	Musikwissenschaftliches Seminar Detmold/Paderborn		023392c84	https://ror.org/023392c84									
AG Datenzentren im Verband DHd				DHd		Q63246045	http://www.wikidata.org/entity/Q63246045	Digital Humanities im deutschsprachigen Raum	Q396813				AG Datenzentren							
Akademie der Wissenschaften und der Literatur Mainz	Deutschland	Mainz	Q1720	Akademie der Wissenschaften und der Literatur Mainz	Akademie	Q414163	http://www.wikidata.org/entity/Q414163	Akademie der Wissenschaften und der Literatur Mainz	Q230422	01kdxra28	https://ror.org/01kdxra28									
Arbeitsstelle “Mittelhochdeutsches Wörterbuch” an der Universität Trier	Deutschland	Trier	Q3138	Universität Trier	Universität	Q702486	http://www.wikidata.org/entity/Q702486	Universität Trier		02778hg05	https://ror.org/02778hg05		Arbeitsstelle “Mittelhochdeutsches Wörterbuch”							
Akademie der Wissenschaften zu Göttingen	Deutschland	Göttingen	Q3033	Akademie der Wissenschaften zu Göttingen	Akademie	Q414188	http://www.wikidata.org/entity/Q414188	Akademie der Wissenschaften zu Göttingen	Q22715	04hsa7a08	https://ror.org/04hsa7a08									
Austrian Center for Digital Humanities (ACDH) der Österreichischen Akademie derWissenschaften	Österreich	Wien	Q1741	Österreichische Akademie der Wissenschaften	Akademie	Q299015	http://www.wikidata.org/entity/Q299015	Österreichische Akademie der Wissenschaften	Q399974	03anc3s24	https://ror.org/03anc3s24		Austrian Centre for Digital Humanities and Cultural Heritage	Q30268470	http://www.wikidata.org/entity/Q30268470	Austrian Centre for Digital Humanities and Cultural Heritage		028bsh698	https://ror.org/028bsh698	
BBAW	Deutschland	Berlin	Q64	Berlin-Brandenburgische Akademie der Wissenschaften	Akademie	Q219989	http://www.wikidata.org/entity/Q219989	Berlin-Brandenburgische Akademie der Wissenschaften	Q230420	05jgq9443	https://ror.org/05jgq9443									
Carl-Maria-von-Weber-Gesamtausgabe, Universität Paderborn	Deutschland	Paderborn	Q2971	Universität Paderborn	Universität	Q679134	http://www.wikidata.org/entity/Q679134	Universität Paderborn	Q399791	058kzsd48	https://ror.org/058kzsd48		Carl-Maria-von-Weber-Gesamtausgabe	Q2665685	http://www.wikidata.org/entity/Q2665685	Carl-Maria-von-Weber-Gesamtausgabe				
CEGESOMA, Belgien	Belgien			CEGESOMA																
Centrum für Informations- und Sprachverarbeitung, in Zusammenarbeit mit dem Lehrstuhl II der Fakultät für Philosophie, Wissenschaftstheorie und Religionswissenschaft, LMU München	Deutschland	München	Q1726	Ludwig-Maximilians Universität München	Universität	Q55044	http://www.wikidata.org/entity/Q55044	Ludwig-Maximilians-Universität München	Q21887	05591te55	https://ror.org/05591te55									
Centrum für Informations-und Sprachverarbeitung (CIS), LMU, München	Deutschland	München	Q1726	Ludwig-Maximilians Universität München	Universität	Q55044	http://www.wikidata.org/entity/Q55044	Ludwig-Maximilians-Universität München	Q21887	05591te55	https://ror.org/05591te55		Centrum für Informations- und Sprachverarbeitung	Q101377152	http://www.wikidata.org/entity/Q101377152	Ludwig-Maximilians-Universität München Centrum für Informations- und Sprachverarbeitung				
Centrum für Religionswissenschaftliche Studien, Bochum, Deutschland	Deutschland	Bochum	Q2103	Ruhr-Universität Bochum	Universität	Q309948	http://www.wikidata.org/entity/Q309948	Ruhr-Universität Bochum	Q398970	04tsk2644	https://ror.org/04tsk2644		Centrum für Religionswissenschaftliche Studien							
DAASI International GmbH		Tübingen	Q3806	DAASI International GmbH		Q110492372	http://www.wikidata.org/entity/Q110492372	DAASI International GmbH												
DARIAH-DE, Deutschland	Deutschland			DARIAH-DE	ERIC	Q55520740	http://www.wikidata.org/entity/Q55520740	DARIAH-DE												
datalino. Forster, Fabian, Krumnow PartG	Deutschland	Berlin	Q64	datalino. Forster, Fabian, Krumnow Partnerschaftsgesellschaft	Unternehmen							https://www.datalino.de								
Department Psychologie, Universität Potsdam	Deutschland	Potsdam	Q1711	Universität Potsdam	Universität	Q153012	http://www.wikidata.org/entity/Q153012	Universität Potsdam	Q245478	03bnmw459	https://ror.org/03bnmw459		Department Psychologie							
DFKI GmbH, Saarbrücken, Deutschland	Deutschland	Saarbrücken	Q1724	Deutsches Forschungszentrum für Künstliche Intelligenz		Q896469	http://www.wikidata.org/entity/Q896469	Deutsches Forschungszentrum für Künstliche Intelligenz		01ayc5b57	https://ror.org/01ayc5b57									
Exzellenzcluster “Asien and Europa in a Global Context”, Universität Heidelberg	Deutschland	Heidelberg	Q2966	Ruprecht-Karls-Universität Heidelberg	Universität	Q151510	http://www.wikidata.org/entity/Q151510	Ruprecht-Karls-Universität Heidelberg	Q22237	038t36y30	https://ror.org/038t36y30		Exzellenzcluster “Asien and Europa in a Global Context”	Q695286	http://www.wikidata.org/entity/Q695286	Exzellenzcluster „Asien und Europa im globalen Kontext“				
Fraunhofer IDMT Ilmenau-Erfurt	Deutschland			Fraunhofer IDMT Ilmenau-Erfurt																
Freies Deutsches Hochstift/ Frankfurter Goethe-Haus	Deutschland	Frankfurt am Main	Q1794	Freies Deutsches Hochstift/ Frankfurter Goethe-Haus																
Friedrich-Wilhelms-Universität Bonn, Institut f. Archäologie und Kulturanthropologie	Deutschland	Bonn	Q586	Rheinische Friedrich-Wilhelms-Universität Bonn	Universität	Q152171	http://www.wikidata.org/entity/Q152171	Rheinische Friedrich-Wilhelms-Universität Bonn	Q30812	041nas322	https://ror.org/041nas322		Institut für Archäologie und Kulturanthropologie	Q101248098	http://www.wikidata.org/entity/Q101248098	Rheinische Friedrich-Wilhelms-Universität Bonn Institut für Archäologie und Kulturanthropologie				
Georg-Eckert-Institut Leibniz-Institut für internationale Schulbuchforschung, Braunschweig	Deutschland	Braunschweig	Q2773	Georg-Eckert-Institut - Leibniz-Institut für internationale Schulbuchforschung		Q1503374	http://www.wikidata.org/entity/Q1503374	Leibniz-Institut für Bildungsmedien – Georg-Eckert-Institut	Q272441	01hnv8x68	https://ror.org/01hnv8x68									
Goethe Universität Frankfurt am Main	Deutschland	Frankfurt am Main	Q1794	Johann Wolfgang Goethe-Universität Frankfurt am Main	Universität	Q50662	http://www.wikidata.org/entity/Q50662	Goethe-Universität Frankfurt am Main		04cvxnb49	https://ror.org/04cvxnb49									
Goethe University, Frankfurt, Germany	Deutschland	Frankfurt am Main	Q1794	Johann Wolfgang Goethe-Universität Frankfurt am Main	Universität	Q50662	http://www.wikidata.org/entity/Q50662	Goethe-Universität Frankfurt am Main		04cvxnb49	https://ror.org/04cvxnb49									
Göttingen Centre for Digital Humanitie	Deutschland	Göttingen	Q3033	Georg-August Universität Göttingen	Universität	Q152838	http://www.wikidata.org/entity/Q152838	Georg-August-Universität Göttingen	Q21872	01y9bpm73	https://ror.org/01y9bpm73		Göttingen Centre for Digital Humanities							
Göttingen Centre for Digital Humanities, Universität Göttingen, Deutschland	Deutschland	Göttingen	Q3033	Georg-August Universität Göttingen	Universität	Q152838	http://www.wikidata.org/entity/Q152838	Georg-August-Universität Göttingen	Q21872	01y9bpm73	https://ror.org/01y9bpm73		Göttingen Centre for Digital Humanities							
HAB Wolfenbüttel / MWW-Forschungsverbund, Deutschland	Deutschland	Wolfenbüttel	Q4122	Herzog August Bibliothek Wolfenbüttel	Bibliothek	Q663820	http://www.wikidata.org/entity/Q663820	Herzog August Bibliothek	Q219410	02y5mkh60	https://ror.org/02y5mkh60									
Heinz Nixdorf Institut, Universität Paderborn	Deutschland	Paderborn	Q2971	Universität Paderborn	Universität	Q679134	http://www.wikidata.org/entity/Q679134	Universität Paderborn	Q399791	058kzsd48	https://ror.org/058kzsd48		Heinz Nixdorf Institut	Q1461553	http://www.wikidata.org/entity/Q1461553	Heinz Nixdorf Institut				
Hochschule für Technik und Wirtschaft Berlin	Deutschland	Berlin	Q64	Hochschule für Technik und Wirtschaft Berlin		Q875138	http://www.wikidata.org/entity/Q875138	Hochschule für Technik und Wirtschaft Berlin		01xzwj424	https://ror.org/01xzwj424									
Institut für Anglistik und Amerikanistik, Universität Paderborn	Deutschland	Paderborn	Q2971	Universität Paderborn	Universität	Q679134	http://www.wikidata.org/entity/Q679134	Universität Paderborn	Q399791	058kzsd48	https://ror.org/058kzsd48		Institut für Anglistik und Amerikanistik							
Institut für Architektur von Anwendungssystemen, Universität Stuttgart	Deutschland	Stuttgart	Q1022	Universität Stuttgart	Universität	Q122453	http://www.wikidata.org/entity/Q122453	Universität Stuttgart	Q160232	04vnq7t77	https://ror.org/04vnq7t77		Institut für Architektur von Anwendungssystemen							
Institut für Computerlinguistik, Universität Heidelberg	Deutschland	Heidelberg	Q2966	Ruprecht-Karls-Universität Heidelberg	Universität	Q151510	http://www.wikidata.org/entity/Q151510	Ruprecht-Karls-Universität Heidelberg	Q22237	038t36y30	https://ror.org/038t36y30		Institut für Computerlinguistik	Q101269988	http://www.wikidata.org/entity/Q101269988	Ruprecht-Karls-Universität Heidelberg Institut für Computerlinguistik				
Institut für Deutsche Philologie, Lehrstuhl für Computerphilologie, Universität Würzburg	Deutschland	Würzburg	Q2999	Julius-Maximilians-Universität Würzburg	Universität	Q161976	http://www.wikidata.org/entity/Q161976	Julius-Maximilians-Universität Würzburg	Q34721	00fbnyb24	https://ror.org/00fbnyb24		Institut für Deutsche Philologie	Q101267603	http://www.wikidata.org/entity/Q101267603	Julius-Maximilians-Universität Würzburg Institut für deutsche Philologie				
Institut für Deutsche Philologie, Philosophische Fakultät I, Universität Würzburg	Deutschland	Würzburg	Q2999	Julius-Maximilians-Universität Würzburg	Universität	Q161976	http://www.wikidata.org/entity/Q161976	Julius-Maximilians-Universität Würzburg	Q34721	00fbnyb24	https://ror.org/00fbnyb24		Institut für Deutsche Philologie	Q101267603	http://www.wikidata.org/entity/Q101267603	Julius-Maximilians-Universität Würzburg Institut für deutsche Philologie				
Institut für Empirische Sprachwissenschaft, Goethe-Universität Frankfurt	Deutschland	Frankfurt am Main	Q1794	Johann Wolfgang Goethe-Universität Frankfurt am Main	Universität	Q50662	http://www.wikidata.org/entity/Q50662	Goethe-Universität Frankfurt am Main		04cvxnb49	https://ror.org/04cvxnb49		Institut für Empirische Sprachwissenschaft	Q101263829	http://www.wikidata.org/entity/Q101263829	Goethe-Universität Frankfurt Institut für Empirische Sprachwissenschaft				
Institut für Germanistik, Fakultät für Sprache, Literatur und Medien, Universität Hamburg	Deutschland	Hamburg	Q1055	Universität Hamburg	Universität	Q156725	http://www.wikidata.org/entity/Q156725	Universität Hamburg	Q172914	00g30e956	https://ror.org/00g30e956		Institut für Germanistik							
Institut für Germanistik, Karl-Franzens-Universität Graz	Österreich	Graz	Q13298	Karl-Franzens-Universität Graz	Universität	Q622683	http://www.wikidata.org/entity/Q622683	Universität Graz	Q175366	01faaaf77	https://ror.org/01faaaf77		Institut für Germanistik							
Institut für Germanistik, Universität Leipzig	Deutschland	Leipzig	Q2079	Universität Leipzig	Universität	Q154804	http://www.wikidata.org/entity/Q154804	Universität Leipzig	Q22261	03s7gtk40	https://ror.org/03s7gtk40									
Institut für Germanistische Sprachwissenschaft,Friedrich Schiller-Universität Jena	Deutschland	Jena	Q3150	Friedrich-Schiller-Universität Jena	Universität	Q154561	http://www.wikidata.org/entity/Q154561	Friedrich-Schiller-Universität Jena	Q21880	05qpz1x62	https://ror.org/05qpz1x62		Institut für Germanistische Sprachwissenschaft	Q101261518	http://www.wikidata.org/entity/Q101261518	Friedrich-Schiller-Universität Jena Institut für Germanistische Sprachwissenschaft				
Institut für Geschichte, Universität Wien	Österreich	Wien	Q1741	Universität Wien	Universität	Q165980	http://www.wikidata.org/entity/Q165980	Universität Wien	Q22679	03prydq77	https://ror.org/03prydq77									
FH Campus Wien, Österreich	Österreich	Wien	Q1741	FH Campus Wien	Fachhochschule	Q1388304	http://www.wikidata.org/entity/Q1388304	FH Campus Wien		003f4pg83	https://ror.org/003f4pg83									
Institut für Informatik, Human-Centered Computing, Freie Universität Berlin	Deutschland	Berlin	Q64	Freie Universität Berlin	Universität	Q153006	http://www.wikidata.org/entity/Q153006	Freie Universität Berlin	Q77342	046ak2485	https://ror.org/046ak2485		Institut für Informatik	Q101259300	http://www.wikidata.org/entity/Q101259300	Freie Universität Berlin Institut für Informatik				
Institut für Informatik, Universität Heidelberg, Deutschland	Deutschland	Heidelberg	Q2966	Ruprecht-Karls-Universität Heidelberg	Universität	Q151510	http://www.wikidata.org/entity/Q151510	Ruprecht-Karls-Universität Heidelberg	Q22237	038t36y30	https://ror.org/038t36y30		Institut für Informatik							
Institut für Informatik, Universität Paderborn	Deutschland	Paderborn	Q2971	Universität Paderborn	Universität	Q679134	http://www.wikidata.org/entity/Q679134	Universität Paderborn	Q399791	058kzsd48	https://ror.org/058kzsd48		Institut für Informatik	Q101835842	http://www.wikidata.org/entity/Q101835842	Universität Paderborn Institut für Informatik				
Institut für Kulturwissenschaft, Humboldt-Universität zu Berlin	Deutschland	Berlin	Q64	Humboldt-Universität zu Berlin	Universität	Q152087	http://www.wikidata.org/entity/Q152087	Humboldt-Universität zu Berlin	Q22837	01hcx6992	https://ror.org/01hcx6992		Institut für Kulturwissenschaft							
Institut für Visualisierung und Interaktive Systeme, Universität Stuttgart	Deutschland	Stuttgart	Q1022	Universität Stuttgart	Universität	Q122453	http://www.wikidata.org/entity/Q122453	Universität Stuttgart	Q160232	04vnq7t77	https://ror.org/04vnq7t77		Institut für Visualisierung und Interaktive Systeme							
Institut für Zeitgeschichte, Deutschland	Deutschland			Institut für Zeitgeschichte		Q896552	http://www.wikidata.org/entity/Q896552	Institut für Zeitgeschichte München-Berlin		008pp7a77	https://ror.org/008pp7a77									
Institute for German Studies, University of Hamburg	Deutschland	Hamburg	Q1055	Universität Hamburg	Universität	Q156725	http://www.wikidata.org/entity/Q156725	Universität Hamburg	Q172914	00g30e956	https://ror.org/00g30e956		Institut für Germanistik							
Institute of Computer Science, Heidelberg University	Deutschland	Heidelberg	Q2966	Ruprecht-Karls-Universität Heidelberg	Universität	Q151510	http://www.wikidata.org/entity/Q151510	Ruprecht-Karls-Universität Heidelberg	Q22237	038t36y30	https://ror.org/038t36y30		Institut für Informatik							
International Audio Laboratories Erlangen	Deutschland	Erlangen	Q3126	International Audio Laboratories Erlangen		Q97040206	http://www.wikidata.org/entity/Q97040206	International Audio Laboratories Erlangen		02mkz3e80	https://ror.org/02mkz3e80									
Justus-Liebig Universität Gießen	Deutschland	Gießen	Q3874	Justus-Liebig Universität Gießen	Universität	Q317053	http://www.wikidata.org/entity/Q317053	Justus-Liebig-Universität Gießen	Q22592	033eqas34	https://ror.org/033eqas34									
Kompetenzzentrum für elektronische Erschließungs- und Publikationsverfahren in den Geisteswissenschaften	Deutschland	Trier	Q3138	Universität Trier	Universität	Q702486	http://www.wikidata.org/entity/Q702486	Universität Trier		02778hg05	https://ror.org/02778hg05		Kompetenzzentrum für elektronische Erschließungs- und Publikationsverfahren in den Geisteswissenschaften	Q1780875	http://www.wikidata.org/entity/Q1780875	Kompetenzzentrum – Trier Center for Digital Humanities				
Leibniz Universität Hannover, Deutschland	Deutschland	Hannover	Q1715	Leibniz Universität Hannover	Universität	Q678982	http://www.wikidata.org/entity/Q678982	Leibniz Universität Hannover	Q257221	0304hq317	https://ror.org/0304hq317									
Leibniz-Institut für Europäische Geschichte, Deutschland	Deutschland			Leibniz-Institut für Europäische Geschichte		Q327772	http://www.wikidata.org/entity/Q327772	Leibniz-Institut für Europäische Geschichte		059dyrr28	https://ror.org/059dyrr28									
Ludwig-Maximilans-Universität München	Deutschland	München	Q1726	Ludwig-Maximilians Universität München	Universität	Q55044	http://www.wikidata.org/entity/Q55044	Ludwig-Maximilians-Universität München	Q21887	05591te55	https://ror.org/05591te55									
Max Planck-Institut für Wissenschaftsgeschichte, Berlin	Deutschland	Berlin	Q64	Max-Planck-Institut für Wissenschaftsgeschichte		Q318118	http://www.wikidata.org/entity/Q318118	Max-Planck-Institut für Wissenschaftsgeschichte		0492sjc74	https://ror.org/0492sjc74									
Max-Planck-Institut fuer Wissenschaftsgeschichte, Forschungsprogramm Geschichte der Max-Planck-Gesellschaft	Deutschland			Max-Planck-Institut für Wissenschaftsgeschichte		Q318118	http://www.wikidata.org/entity/Q318118	Max-Planck-Institut für Wissenschaftsgeschichte		0492sjc74	https://ror.org/0492sjc74		Forschungsprogramm Geschichte der Max-Planck-Gesellschaft							
Max-Planck-Institut für Wissenschaftsgeschichte	Deutschland	Berlin	Q64	Max-Planck-Institut für Wissenschaftsgeschichte		Q318118	http://www.wikidata.org/entity/Q318118	Max-Planck-Institut für Wissenschaftsgeschichte		0492sjc74	https://ror.org/0492sjc74									
Berlin-Brandenburgische Akademie der Wissenschaften	Deutschland	Berlin	Q64	Berlin-Brandenburgische Akademie der Wissenschaften	Akademie	Q219989	http://www.wikidata.org/entity/Q219989	Berlin-Brandenburgische Akademie der Wissenschaften	Q230420	05jgq9443	https://ror.org/05jgq9443									
Max-Planck-Institutzur Erforschung multireligiöser und multiethnischer Gesellschaften	Deutschland			Max-Planck-Institut zur Erforschung multireligiöser und multiethnischer Gesellschaften		Q1638442	http://www.wikidata.org/entity/Q1638442	Max-Planck-Institut zur Erforschung multireligiöser und multiethnischer Gesellschaften		0080y7t67	https://ror.org/0080y7t67									
Medienzentrum, TU Dresden	Deutschland	Dresden	Q1731	Technische Universität Dresden	Universität	Q158158	http://www.wikidata.org/entity/Q158158	Technische Universität Dresden	Q271297	042aqky30	https://ror.org/042aqky30		Medienzentrum							
Musikwissenschaftliches Institut, Universität zu Köln	Deutschland	Köln	Q365	Universität zu Köln	Universität	Q54096	http://www.wikidata.org/entity/Q54096	Universität zu Köln	Q222741	00rcxh774	https://ror.org/00rcxh774		Musikwissenschaftliches Institut	Q101248555	http://www.wikidata.org/entity/Q101248555	Universität zu Köln Musikwissenschaftliches Institut				
Musikwissenschaftliches Seminar Detmold/Paderborn	Deutschland			Musikwissenschaftliches Seminar Detmold/Paderborn		Q56849262	http://www.wikidata.org/entity/Q56849262	Musikwissenschaftliches Seminar Detmold/Paderborn		023392c84	https://ror.org/023392c84									
National Research University - Higher School of Economics, Russian Federation	Russland	Moskau	Q649	National Research University Higher School of Economics	Universität	Q1959511	http://www.wikidata.org/entity/Q1959511	Nationale Forschungsuniversität - Hochschule der Wirtschaftswissenschaft		055f7t516	https://ror.org/055f7t516									
Naturhistorisches Museum Wien	Österreich	Wien	Q1741	Naturhistorisches Museum Wien	Museum	Q688704	http://www.wikidata.org/entity/Q688704	Naturhistorisches Museum Wien		01tv5y993	https://ror.org/01tv5y993									
